"0","Expert travel reality teacher administration","375.72","true"
"1","Have drug child","239.60","true"
"2","Why every apply agent fear","70.10","false"
"3","Style foreign dark enter politics","143.55","true"
"4","Compare only coach","418.86","false"
"5","She TV consider future","97.16","false"
"6","Song this eat expert","338.07","false"
"7","Why discuss agreement reflect","243.92","false"
"8","Later general fact which who","149.13","true"
"9","Parent one man main east","325.76","true"
"10","Company again serious then career","339.89","true"
"11","His happy sing paper","253.08","false"
"12","Decision break","383.58","true"
"13","Management author into","487.96","true"
"14","Image yourself hear","310.87","false"
"15","Thought smile","370.31","false"
"16","Sure city far","225.65","true"
"17","Usually important","302.07","true"
"18","Detail road meet wall","36.73","true"
"19","For when generation","68.02","false"
"20","Friend follow career bad fine","158.05","true"
"21","President all north big sign","143.51","false"
"22","Whatever record billion today receive","150.34","true"
"23","Respond make rather from","89.28","false"
"24","Happy small ago","58.08","false"
"25","Speech discussion manage identify man","0.93","false"
"26","Test street official","414.96","false"
"27","Worry remember teacher","400.99","true"
"28","Lot coach attention himself","243.19","false"
"29","Certainly move answer conference","141.88","true"
"30","Actually senior oil bar","292.26","true"
"31","Movie happy world reveal course","422.60","false"
"32","Health training trip thing prove","240.08","false"
"33","Son thus paper level","486.79","true"
"34","Rather almost establish such","475.37","true"
"35","Organization few","476.79","false"
"36","Woman chair wife","288.74","false"
"37","At continue","227.33","true"
"38","Window activity article act have","128.16","false"
"39","Even enter","407.85","false"
"40","Century director yet president","264.38","true"
"41","Especially energy rule","168.28","false"
"42","Personal buy","170.73","true"
"43","Very future animal","465.35","true"
"44","According piece","103.13","true"
"45","Party three","290.60","true"
"46","Black throughout soldier bar do","226.87","true"
"47","Medical level successful young matter","453.74","false"
"48","Little direction party defense very","152.34","true"
"49","Size friend man minute","83.81","true"
"50","Animal quite conference what media","112.90","true"
"51","Off still second","314.18","true"
"52","Candidate six hope","219.67","false"
"53","Art machine career","349.12","false"
"54","Yet own","292.80","false"
"55","Mind table discuss","49.04","true"
"56","In general successful","11.15","true"
"57","General today own","189.32","true"
"58","Song federal","290.82","true"
"59","Phone card film appear","61.82","true"
"60","Care trouble kind fund glass","163.07","false"
"61","Ever hold","223.12","false"
"62","Foreign hit skill quite","110.88","true"
"63","Lay level smile suffer","406.81","false"
"64","Standard sure campaign military stay","280.88","false"
"65","Open describe practice series","156.40","false"
"66","Majority executive common","51.33","true"
"67","Card now","287.18","true"
"68","Sense consider","429.04","true"
"69","Kid amount","384.35","false"
"70","Answer notice high there","40.72","false"
"71","Life system","85.30","false"
"72","Speech public less","427.51","true"
"73","Nothing some current group","190.05","false"
"74","Million article arrive","410.33","true"
"75","Money individual house","55.70","true"
"76","Top second","475.81","false"
"77","Significant seat","410.20","true"
"78","Base remember","119.50","false"
"79","Fall subject together","257.04","false"
"80","Health begin cover","494.64","true"
"81","Building push behind politics","344.85","false"
"82","Buy wind father","256.79","true"
"83","Mouth religious work century","176.75","false"
"84","Health report wife so","96.05","false"
"85","Commercial center technology","114.26","true"
"86","Reduce little","268.82","true"
"87","Present nor into road pretty","99.74","false"
"88","Small account number lawyer story","451.84","false"
"89","Country worry","447.07","false"
"90","Beyond play","428.32","true"
"91","Question half","19.78","false"
"92","Into rich effort","281.89","true"
"93","Claim agent discover sing ten","101.56","true"
"94","House speak often site","36.65","false"
"95","Agency life without","228.01","true"
"96","Attorney television bad","29.13","true"
"97","Amount policy kitchen","130.95","true"
"98","White career he","498.49","true"
"99","Guy newspaper","399.67","false"
"100","Quite really bit","457.80","true"
"101","Feel mission involve","291.62","true"
"102","Himself other sit","348.68","true"
"103","Learn individual mean","149.34","false"
"104","Statement figure record","173.63","false"
"105","Skill whole raise","89.53","false"
"106","Before test","9.28","false"
"107","Within authority conference politics","434.64","true"
"108","Suddenly industry provide","223.90","true"
"109","Skill source","162.75","false"
"110","State live","200.79","false"
"111","Early product record page citizen","308.78","false"
"112","Congress that for much his","301.58","false"
"113","Without attorney","229.83","false"
"114","Safe term three","469.78","false"
"115","Population minute day available","486.79","true"
"116","Require trip difference treat","438.46","false"
"117","Oil identify customer","499.19","true"
"118","Save decade them","119.31","true"
"119","Sport ball continue behavior phone","321.35","true"
"120","Season set consumer","443.77","true"
"121","Green send image","351.62","false"
"122","Throw stand like","224.63","true"
"123","Next not politics","82.79","true"
"124","Everything join oil","241.55","true"
"125","Exactly concern article admit","260.42","true"
"126","Oil political think","441.95","false"
"127","Never increase perform hundred","394.22","true"
"128","Until rock moment","159.31","true"
"129","Manager rest yes adult","272.13","true"
"130","Federal dinner look not","158.65","true"
"131","Action budget","372.85","false"
"132","Today enjoy","215.53","true"
"133","Their month","101.84","true"
"134","Way born happen","270.06","false"
"135","Experience high let","162.93","true"
"136","Require there","469.67","true"
"137","Response eye happy other own","233.23","true"
"138","Page modern Mrs","246.38","true"
"139","Night involve","323.52","true"
"140","Play as new near","270.99","false"
"141","Identify deep again","239.81","false"
"142","Window early side common","81.21","true"
"143","Town than director top","230.74","true"
"144","Gas answer music return interest","498.25","false"
"145","Treatment couple happen particular factor","201.70","true"
"146","First usually worry company","48.51","false"
"147","Speak relate increase","367.96","true"
"148","Magazine fill tell power letter","210.84","false"
"149","Billion agreement more language","418.05","true"
"150","Career still","344.75","true"
"151","Entire example exactly man","436.56","false"
"152","Notice government citizen away","259.60","false"
"153","Assume attention physical until","384.35","true"
"154","Cultural response quality improve power","436.77","false"
"155","Address foot recently art run","47.88","false"
"156","Social guess open take over","42.36","false"
"157","Money time","85.82","true"
"158","Feel benefit for","454.44","true"
"159","Now usually","337.94","false"
"160","Box tonight","271.66","true"
"161","Month most","353.98","true"
"162","Discover same return message","23.02","true"
"163","People suddenly kind chance","450.80","false"
"164","Fight test administration","117.75","true"
"165","Article blue everything level","11.71","false"
"166","Free foreign beat this true","352.35","false"
"167","Inside firm sea","431.48","true"
"168","He culture management student decade","86.42","false"
"169","Financial white dream project floor","6.30","true"
"170","Message action force official onto","473.18","true"
"171","Score by free available","415.29","true"
"172","Science as","427.62","true"
"173","Picture call organization","448.03","false"
"174","Fear speech cut but fish","359.78","true"
"175","Attack simple ready message","390.70","true"
"176","Change far my","323.77","true"
"177","Floor want","486.35","false"
"178","Learn hit bar near","416.14","true"
"179","Most over","57.11","false"
"180","Billion goal participant prevent","106.89","true"
"181","Laugh decision management space","237.47","true"
"182","Woman affect exactly memory","316.48","false"
"183","Who wait fast develop","187.45","false"
"184","Easy commercial fall lead","77.88","true"
"185","Sure since skin","83.43","true"
"186","Until score effort family","15.01","true"
"187","Front play understand another","37.11","false"
"188","Anyone fish task vote","27.94","false"
"189","Recognize try choose","264.70","true"
"190","Record assume kitchen","36.90","false"
"191","Future each two","404.51","false"
"192","Suddenly special lead","190.80","false"
"193","Other door person join lead","205.32","true"
"194","Account finish when positive","78.83","false"
"195","Country kitchen tell while","244.06","false"
"196","President decade along structure feeling","65.91","true"
"197","Lot goal within measure car","426.00","true"
"198","Social time red","300.84","false"
"199","Ask politics assume check prepare","348.04","false"
"200","Investment these meeting through sister","11.19","false"
"201","Will ever successful","341.42","false"
"202","Miss once form","255.22","true"
"203","Among send respond may note","234.56","true"
"204","Month technology","467.39","true"
"205","Indicate itself","442.15","false"
"206","Sit rock cut","150.20","true"
"207","Response can later represent player","363.77","true"
"208","Modern road sit able","138.40","true"
"209","Few three training her","229.11","true"
"210","End reflect rock account throughout","123.91","false"
"211","Property film many","378.28","true"
"212","And decision","100.96","false"
"213","Any real fight capital","359.87","true"
"214","Foreign rock","176.86","true"
"215","National present","350.31","false"
"216","Already act your","44.54","true"
"217","Within upon position dinner","167.05","false"
"218","Must degree","251.42","true"
"219","Deep must hair","448.86","false"
"220","Have result","283.97","false"
"221","Sense relationship","184.58","true"
"222","International run","7.88","false"
"223","Local work professional economy","292.72","true"
"224","Head attention create","260.39","true"
"225","Sound sure","167.20","true"
"226","Other physical character learn","425.76","false"
"227","Republican industry toward seek","202.25","true"
"228","Some perhaps","416.87","true"
"229","Star war dog focus","370.21","true"
"230","From adult nearly improve","284.03","true"
"231","Model stop too Democrat artist","414.48","false"
"232","What usually want","254.73","true"
"233","But money why","235.98","false"
"234","Price reveal","178.48","false"
"235","Letter total early threat","272.94","false"
"236","Commercial building plant apply","494.64","true"
"237","Mother break system reality compare","34.85","false"
"238","Woman board so","464.87","true"
"239","Loss participant four","304.89","false"
"240","Or gas recognize","386.06","false"
"241","Little expect responsibility when difference","434.90","true"
"242","Someone trial","175.06","false"
"243","Second huge north recent fight","383.60","true"
"244","Foot list visit now","56.99","true"
"245","Discover entire pattern every","197.21","true"
"246","State list author crime","497.36","false"
"247","Old stand laugh war","172.98","false"
"248","Son hard yourself not","331.68","false"
"249","News rock everyone become","309.45","true"
"250","Trip system hospital","95.05","false"
"251","Drop story herself","96.66","true"
"252","Few PM leader political system","182.24","true"
"253","Heavy science ahead study","465.89","true"
"254","Laugh morning how","41.23","true"
"255","Entire fish capital","348.75","true"
"256","Process act","403.29","false"
"257","Environmental weight increase","86.98","false"
"258","Still education who","301.64","false"
"259","Town ahead","300.86","false"
"260","Business language out myself","191.84","true"
"261","Trip material add","413.24","true"
"262","Information get shoulder","50.24","true"
"263","Never high wear window","397.00","false"
"264","As understand office thing","450.73","true"
"265","Each ever main drop","407.23","true"
"266","Like hold reduce boy","212.37","false"
"267","Country dinner","409.73","false"
"268","Establish but stop factor","493.34","true"
"269","Drug pattern heart simply scientist","496.26","false"
"270","Reason against author","401.46","true"
"271","Heavy simple assume strategy","173.86","true"
"272","Idea to","143.80","true"
"273","Line front","462.47","true"
"274","Indicate between","320.66","true"
"275","Thousand suffer know court recent","244.74","false"
"276","Yourself mouth prove","167.69","false"
"277","Short view prepare guess","328.67","false"
"278","Building without road participant","481.64","true"
"279","World huge end","237.79","false"
"280","Science defense","250.13","false"
"281","Face whose surface","30.05","false"
"282","Miss drug","349.43","false"
"283","Now approach treatment","179.00","false"
"284","Tv all weight each agreement","105.14","true"
"285","Five or","481.11","false"
"286","Against resource imagine","161.98","false"
"287","Per heavy something","294.78","false"
"288","Task look subject nor","412.28","true"
"289","Begin spring food","278.18","true"
"290","Civil thousand moment government","352.88","true"
"291","Skin occur forward carry","129.26","false"
"292","Court wall instead rich","4.23","false"
"293","Article decade almost","227.22","true"
"294","Moment hear nation car treatment","464.34","true"
"295","Seem fly somebody pretty","383.03","false"
"296","Group example","82.02","true"
"297","Enter woman indicate","237.11","false"
"298","Upon community late should first","423.92","true"
"299","His while","362.47","false"
"300","Result month","413.71","false"
"301","No much find site","176.27","false"
"302","Majority level","179.64","true"
"303","Foot marriage often","255.42","true"
"304","Answer let","198.82","false"
"305","Big contain","129.12","true"
"306","Opportunity her","407.70","true"
"307","Animal must traditional","33.01","true"
"308","Test peace","316.99","false"
"309","Decade spring national anyone","90.35","true"
"310","Seat life","370.73","false"
"311","Take sound time result","291.97","false"
"312","Gun rule we law","434.62","true"
"313","Tough score","350.23","true"
"314","Back none","109.83","true"
"315","Adult bill recognize situation","168.51","true"
"316","Goal just gun agency type","17.05","true"
"317","Dream billion sometimes section name","243.49","false"
"318","Deal size sister","259.15","true"
"319","News instead","143.44","true"
"320","Meeting do most son there","419.56","false"
"321","Determine activity remain","4.85","false"
"322","Produce them less strong","290.86","true"
"323","Place large","390.46","false"
"324","See give three","354.78","false"
"325","Pass young","82.52","false"
"326","Laugh weight purpose","486.12","true"
"327","Spring their buy politics","252.61","true"
"328","Region into","76.23","true"
"329","Land option within by","301.50","false"
"330","Thus can particularly morning","95.91","true"
"331","Worry myself","25.49","false"
"332","Determine turn exactly","45.71","false"
"333","Long base start bad","180.71","false"
"334","Its outside","385.24","true"
"335","Window recent","124.06","false"
"336","Pass offer cut ago card","61.47","true"
"337","That morning reflect at","485.03","true"
"338","Identify side","270.01","false"
"339","Expert early million decade trade","114.28","false"
"340","Family organization nature","3.82","true"
"341","Result deal people could","452.35","true"
"342","Everything dinner forget","338.78","false"
"343","Poor avoid start difficult record","391.19","true"
"344","No walk Congress include","250.91","false"
"345","Common same Congress south represent","270.99","false"
"346","Standard present prevent person","423.24","false"
"347","Already give thousand hit","374.24","true"
"348","Science your","486.20","true"
"349","Reflect majority make safe","353.10","false"
"350","Field building walk","372.09","true"
"351","Prepare low situation","402.17","false"
"352","Former say","248.30","false"
"353","Member action agent","281.31","true"
"354","Though simply season","97.77","true"
"355","Wonder himself say language","399.01","true"
"356","Support success prevent war","307.72","true"
"357","Appear finally career option industry","301.83","false"
"358","Here church thing difference time","78.06","false"
"359","Begin heart hot least","450.09","false"
"360","Again body","221.50","false"
"361","Stop religious","85.55","true"
"362","Performance ten","23.50","false"
"363","Answer economy threat do someone","263.05","true"
"364","Approach age","221.49","false"
"365","Hotel something for ever","80.37","false"
"366","Defense natural dark why born","118.96","true"
"367","Almost still finish hospital figure","229.36","true"
"368","Wonder court","414.68","true"
"369","International main minute here here","10.90","true"
"370","Trouble instead degree","500.19","true"
"371","Family mean sort dark","206.39","false"
"372","Mean certain","294.58","true"
"373","Wide huge mind","308.73","false"
"374","Phone fly themselves","479.97","true"
"375","Recently whose area","215.53","false"
"376","Significant loss development shoulder","166.56","true"
"377","His standard form other","109.73","true"
"378","Still history usually set","403.41","true"
"379","Television them act hotel","46.09","false"
"380","Professional several","272.16","true"
"381","Remain wonder law machine","138.79","false"
"382","Physical become","445.92","true"
"383","Himself consumer traditional civil","136.64","false"
"384","Relationship since","445.17","true"
"385","Art good expect","364.20","true"
"386","Number Democrat every like","461.48","true"
"387","Cause rather black","147.60","false"
"388","Hope themselves different","319.25","true"
"389","Benefit happen difficult","473.87","true"
"390","Center baby power team","20.52","false"
"391","Allow contain","406.13","false"
"392","Read see food","255.36","false"
"393","Cover factor really agency arrive","402.91","true"
"394","Provide above","440.44","true"
"395","Best over","412.57","true"
"396","Common its reach","285.96","true"
"397","Share event speak","420.79","false"
"398","Stay account whatever skill method","424.99","false"
"399","Protect treat machine once","451.07","true"
"400","Instead consumer","204.79","false"
"401","Most somebody hold","392.81","true"
"402","Seat last shoulder where exactly","162.82","true"
"403","Size television time environment","462.44","false"
"404","Ground staff","159.65","false"
"405","Look challenge effect","306.15","true"
"406","Allow it every game","494.11","true"
"407","Various manage feel law","277.25","true"
"408","Would around station","389.07","true"
"409","Result letter possible your western","483.89","false"
"410","Eat drive every","232.17","false"
"411","Seat hospital central","228.11","false"
"412","Meet ball system","291.45","false"
"413","Money guess move process","470.65","true"
"414","Newspaper personal really mean","131.93","true"
"415","Whether rest enough","234.61","false"
"416","Bar town decide series relate","385.70","true"
"417","Next program","143.74","false"
"418","Official anything","76.60","true"
"419","Four well once future","324.34","false"
"420","Feel hundred","223.90","true"
"421","Peace head anything","40.24","true"
"422","Director toward figure","211.05","false"
"423","Fire in","305.97","true"
"424","Answer carry white strategy best","426.65","true"
"425","Black cell open return","75.67","false"
"426","Dog out four political","296.62","true"
"427","Goal strong citizen","217.97","true"
"428","Former authority stock","160.50","false"
"429","Various personal these","11.10","true"
"430","Main but administration weight past","295.47","true"
"431","Employee campaign subject","390.94","false"
"432","Ask control serious clear","419.82","false"
"433","Rich lose evidence","42.98","true"
"434","Brother black relationship","206.13","true"
"435","Measure senior finally","440.77","false"
"436","Four couple down poor","340.72","false"
"437","Place summer position wear treatment","244.88","true"
"438","Growth shoulder family identify","492.12","true"
"439","Free science third new weight","446.62","true"
"440","Either move","353.36","false"
"441","To cover","127.06","false"
"442","Election friend","286.89","true"
"443","Today compare offer","104.10","true"
"444","Its stop spend","69.07","false"
"445","Difficult cost sometimes side network","64.84","true"
"446","Left deep subject the food","345.26","true"
"447","No thought evening","394.41","false"
"448","Quality reflect best week","121.11","true"
"449","Our organization subject","189.43","true"
"450","Hundred common","114.58","true"
"451","Across my on all often","98.64","false"
"452","Father mention dark","342.89","true"
"453","Another war short much","91.53","true"
"454","Executive you ball explain","425.74","true"
"455","Wrong forget put according why","237.06","false"
"456","Expert rather","135.16","false"
"457","Southern involve at","131.70","false"
"458","Sister of music","276.20","false"
"459","Not public within","322.01","true"
"460","Wish give form","317.85","true"
"461","Development room find yard","309.04","false"
"462","Country human","498.11","true"
